ticker,company name,short name,industry,exchange
MTEC,MTech Acquisition Corp.,MTech Acquisition,Conglomerates,NASDAQ Capital Market
MTEM,Molecular Templates Inc.,Molecular Templates,Biotechnology,NASDAQ Capital Market
MTEX,Mannatech Incorporated,Mannatech Incorporated,Consumer Packaged Goods,Nasdaq Global Select
MTFB,Motif Bio plc,Motif Bio plc,Biotechnology,NASDAQ Capital Market
MTG,MGIC Investment Corporation,MGIC Investment,Insurance - Specialty,New York Stock Exchange
MTH,Meritage Homes Corporation,Meritage Homes,Homebuilding & Construction,New York Stock Exchange
MTL,Mechel PAO American Depositary Shares (Each rep. 1),Mechel PAO American Depositary Shares (Each rep. 1),Steel,New York Stock Exchange
MTLS,Materialise NV,Materialise NV,Application Software,Nasdaq Global Select
MTN,Vail Resorts Inc.,Vail Resorts,Travel & Leisure,New York Stock Exchange
MTNB,Matinas Biopharma Holdings Inc.,Matinas Biopharma,Biotechnology,NYSE American
MTOR,Meritor Inc.,Meritor,Autos,New York Stock Exchange
MTP,Midatech Pharma PLC,Midatech Pharma PLC,Biotechnology,NASDAQ Capital Market
MTR,Mesa Royalty Trust,Mesa Royalty Trust,Asset Management,New York Stock Exchange
MTRN,Materion Corporation,Materion,Metals & Mining,New York Stock Exchange
MTRX,Matrix Service Company,Matrix Service Company,Oil & Gas - Services,Nasdaq Global Select
MTSC,MTS Systems Corporation,MTS Systems,Computer Hardware,Nasdaq Global Select
MTSI,MACOM Technology Solutions Holdings Inc.,MACOM Technology Solutions,Semiconductors,Nasdaq Global Select
MTSL,MER Telemanagement Solutions Ltd.,MER Telemanagement Solutions,Communication Services,NASDAQ Capital Market
MTT,Western Asset Municipal Defined Opportunity Trust Inc,Western Asset Municipal Defined Opportunity Trust,Asset Management,New York Stock Exchange
MTW,Manitowoc Company Inc. (The),Manitowoc Company (The),Farm & Construction Machinery,New York Stock Exchange
MTX,Minerals Technologies Inc.,Minerals,Chemicals,New York Stock Exchange
MTZ,MasTec Inc.,MasTec,Engineering & Construction,New York Stock Exchange
MU,Micron Technology Inc.,Micron Technology,Semiconductors,Nasdaq Global Select
MUA,Blackrock MuniAssets Fund Inc,Blackrock MuniAssets Fund,Asset Management,New York Stock Exchange
MUB,iShares National Muni Bond,iShares National Muni Bond,,NYSE Arca
MUC,Blackrock MuniHoldings California Quality Fund Inc.,Blackrock MuniHoldings California Quality Fund,Asset Management,New York Stock Exchange
MUDS,Mudrick Capital Acquisition Corporation,Mudrick Capital Acquisition,Conglomerates,NASDAQ Capital Market
MUE,Blackrock MuniHoldings Quality Fund II Inc.,Blackrock MuniHoldings Quality Fund II,Asset Management,New York Stock Exchange
MUFG,Mitsubishi UFJ Financial Group Inc.,Mitsubishi UFJ Financial,Banks,New York Stock Exchange
MUH,Blackrock MuniHoldings Fund II Inc.,Blackrock MuniHoldings Fund II,Asset Management,New York Stock Exchange
MUI,Blackrock Muni Intermediate Duration Fund Inc,Blackrock Muni Intermediate Duration Fund,Asset Management,New York Stock Exchange
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc.,Blackrock MuniHoldings New Jersey Quality Fund,Asset Management,New York Stock Exchange
MUNI,PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund,PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund,,NYSE Arca
MUR,Murphy Oil Corporation,Murphy Oil,Oil & Gas - E&P,New York Stock Exchange
MUS,Blackrock MuniHoldings Quality Fund Inc,Blackrock MuniHoldings Quality Fund,Asset Management,New York Stock Exchange
MUSA,Murphy USA Inc.,Murphy USA,Retail - Apparel & Specialty,New York Stock Exchange
MUX,McEwen Mining Inc.,McEwen Mining,Metals & Mining,New York Stock Exchange
MVBF,MVB Financial Corp.,MVB Financial,Banks,NASDAQ Capital Market
MVC,MVC Capital Inc.,MVC Capital,Asset Management,New York Stock Exchange
MVF,Blackrock MuniVest Fund Inc.,Blackrock MuniVest Fund,Asset Management,New York Stock Exchange
MVIS,MicroVision Inc.,MicroVision,Computer Hardware,NASDAQ Global Market
MVO,MV Oil Trust,MV Oil Trust,Oil & Gas - E&P,New York Stock Exchange
MVT,Blackrock MuniVest Fund II Inc.,Blackrock MuniVest Fund II,Asset Management,New York Stock Exchange
MVV,ProShares Ultra MidCap400,ProShares Ultra MidCap400,,NYSE Arca
MWA,MUELLER WATER PRODUCTS,MUELLER WATER PRODUCTS,Industrial Products,New York Stock Exchange
MX,MagnaChip Semiconductor Corporation,MagnaChip Semiconductor,Semiconductors,New York Stock Exchange
MXC,Mexco Energy Corporation,Mexco Energy,Oil & Gas - E&P,NYSE American
MXE,Mexico Equity and Income Fund Inc. (The),Mexico Equity and Income Fund (The),Asset Management,New York Stock Exchange
MXF,Mexico Fund Inc. (The),Mexico Fund (The),Asset Management,New York Stock Exchange
MXI,iShares Global Materials,iShares Global Materials,,NYSE Arca
MXIM,Maxim Integrated Products Inc.,Maxim Integrated Products,Semiconductors,Nasdaq Global Select
MXL,MaxLinear Inc.,MaxLinear,Semiconductors,New York Stock Exchange
MXWL,Maxwell Technologies Inc.,Maxwell,Computer Hardware,Nasdaq Global Select
MYC,Blackrock MuniYield California Fund Inc.,Blackrock MuniYield California Fund,Asset Management,New York Stock Exchange
MYD,Blackrock MuniYield Fund Inc.,Blackrock MuniYield Fund,Asset Management,New York Stock Exchange
MYE,Myers Industries Inc.,Myers Industries,Autos,New York Stock Exchange
MYF,Blackrock MuniYield Investment Fund,Blackrock MuniYield Investment Fund,Asset Management,New York Stock Exchange
MYFW,First Western Financial Inc.,First Western Financial,Banks,Nasdaq Global Select
MYGN,Myriad Genetics Inc.,Myriad Genetics,Medical Diagnostics & Research,Nasdaq Global Select
MYI,Blackrock MuniYield Quality Fund III Inc,Blackrock MuniYield Quality Fund III,Asset Management,New York Stock Exchange
MYJ,Blackrock MuniYield New Jersey Fund Inc,Blackrock MuniYield New Jersey Fund,Asset Management,New York Stock Exchange
MYL,Mylan N.V.,Mylan N.V.,Drug Manufacturers,Nasdaq Global Select
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,Blackrock MuniYield New York Quality Fund Inc.Common Stock,Asset Management,New York Stock Exchange
MYND,MYnd Analytics Inc.,MYnd Analytics,Medical Diagnostics & Research,NASDAQ Capital Market
MYO,Myomo Inc.,Myomo,Medical Devices,NYSE American
MYOK,MyoKardia Inc.,MyoKardia,Biotechnology,Nasdaq Global Select
MYOS,MYOS RENS Technology Inc.,MYOS RENS Technology,Drug Manufacturers,NASDAQ Capital Market
MYOV,Myovant Sciences Ltd.,Myovant Sciences,Biotechnology,New York Stock Exchange
MYRG,MYR Group Inc.,MYR,Engineering & Construction,Nasdaq Global Select
MYSZ,My Size Inc.,My Size,Application Software,NASDAQ Capital Market
MYY,ProShares Short MidCap400,ProShares Short MidCap400,,NYSE Arca
MZA,Blackrock MuniYield Arizona Fund Inc.,Blackrock MuniYield Arizona Fund,Asset Management,New York Stock Exchange
NAC,Nuveen California Quality Municipal Income Fund,Nuveen California Quality Municipal Income Fund,Asset Management,New York Stock Exchange
NAD,Nuveen Quality Municipal Income Fund,Nuveen Quality Municipal Income Fund,Asset Management,New York Stock Exchange
NAII,Natural Alternatives International Inc.,Natural Alternatives International,Consumer Packaged Goods,NASDAQ Global Market
NAK,Northern Dynasty Minerals Ltd.,Northern Dynasty Minerals,Metals & Mining,NYSE American
NAKD,Naked Brand Group Limited,Naked Brand Limited,Manufacturing - Apparel & Furniture,NASDAQ Capital Market
NAN,Nuveen New York Quality Municipal Income Fund,Nuveen New York Quality Municipal Income Fund,Asset Management,New York Stock Exchange
NANO,Nanometrics Incorporated,Nanometrics Incorporated,Semiconductors,Nasdaq Global Select
NAO,Nordic Amern Offshore Ltd. (Bermuda),Nordic Amern Offshore (Bermuda),Transportation & Logistics,New York Stock Exchange
NAOV,NanoVibronix Inc.,NanoVibronix,Medical Devices,NASDAQ Capital Market
NAT,Nordic American Tankers Limited,Nordic American Tankers Limited,Transportation & Logistics,New York Stock Exchange
NATH,Nathan's Famous Inc.,Nathan's Famous,Restaurants,Nasdaq Global Select
NATI,National Instruments Corporation,National Instruments,Application Software,Nasdaq Global Select
NATR,Nature's Sunshine Products Inc.,Nature's Sunshine Products,Consumer Packaged Goods,NASDAQ Capital Market
NAV,Navistar International Corporation,Navistar International,Truck Manufacturing,New York Stock Exchange
NAVB,Navidea Biopharmaceuticals Inc.,Navidea Biopharmaceuticals,Biotechnology,NYSE American
NAVG,The Navigators Group Inc.,The Navigators,Insurance - Property & Casualty,Nasdaq Global Select
NAVI,Navient Corporation,Navient,Credit Services,Nasdaq Global Select
NAZ,Nuveen Arizona Quality Municipal Income Fund,Nuveen Arizona Quality Municipal Income Fund,Asset Management,New York Stock Exchange
NBB,Nuveen Taxable Municipal Income Fund of Beneficial Interest,Nuveen Taxable Municipal Income Fund of Beneficial Interest,Asset Management,New York Stock Exchange
NBEV,New Age Beverages Corporation,New Age Beverages,Beverages - Non-Alcoholic,NASDAQ Capital Market
NBH,Neuberger Berman Municipal Fund Inc.,Neuberger Berman Municipal Fund,Asset Management,NYSE American
NBHC,National Bank Holdings Corporation,National Bank,Banks,New York Stock Exchange
NBIX,Neurocrine Biosciences Inc.,Neurocrine Biosciences,Biotechnology,Nasdaq Global Select
NBL,Noble Energy Inc.,Noble Energy,Oil & Gas - E&P,New York Stock Exchange
NBLX,Noble Midstream Partners LP Representing Limited Partner Interests,Noble Midstream Partners Representing Limited Partner Interests,Oil & Gas - Midstream,New York Stock Exchange
NBN,Northeast Bancorp,Northeast Bancorp,Banks,NASDAQ Global Market
NBO,Neuberger Berman New York Municipal Fund Inc.,Neuberger Berman New York Municipal Fund,Asset Management,NYSE American
NBR,Nabors Industries Ltd.,Nabors Industries,Oil & Gas - Drilling,New York Stock Exchange
NBRV,Nabriva Therapeutics plc,Nabriva Therapeutics plc,Biotechnology,Nasdaq Global Select
NBTB,NBT Bancorp Inc.,NBT Bancorp,Banks,Nasdaq Global Select
NBW,Neuberger Berman California Municipal Fund Inc,Neuberger Berman California Municipal Fund,Asset Management,NYSE American
NBY,NovaBay Pharmaceuticals Inc.,NovaBay Pharmaceuticals,Biotechnology,NYSE American
NC,NACCO Industries Inc.,NACCO Industries,Coal,New York Stock Exchange
NCA,Nuveen California Municipal Value Fund Inc.,Nuveen California Municipal Value Fund,Asset Management,New York Stock Exchange
NCB,Nuveen California Municipal Value Fund 2 of Beneficial Interest,Nuveen California Municipal Value Fund 2 of Beneficial Interest,Asset Management,New York Stock Exchange
NCBS,Nicolet Bankshares Inc.,Nicolet Bankshares,Banks,NASDAQ Capital Market
NCI,Navigant Consulting Inc.,Navigant Consulting,Business Services,New York Stock Exchange
NCLH,Norwegian Cruise Line Holdings Ltd.,Norwegian Cruise Line,Travel & Leisure,New York Stock Exchange
NCMI,National CineMedia Inc.,National CineMedia,Advertising & Marketing Services,Nasdaq Global Select
NCNA,NuCana plc,NuCana plc,Biotechnology,Nasdaq Global Select
NCOM,National Commerce Corporation,National Commerce,Banks,Nasdaq Global Select
NCR,NCR Corporation,NCR,Application Software,New York Stock Exchange
NCS,NCI Building Systems Inc.,NCI Building Systems,Industrial Products,New York Stock Exchange
NCSM,NCS Multistage Holdings Inc.,NCS Multistage,Oil & Gas - Services,Nasdaq Global Select
NCTY,The9 Limited,The9 Limited,Application Software,NASDAQ Capital Market
NCV,AllianzGI Convertible & Income Fund,AllianzGI Convertible & Income Fund,Asset Management,New York Stock Exchange
NCZ,AllianzGI Convertible & Income Fund II of Beneficial Interest,AllianzGI Convertible & Income Fund II of Beneficial Interest,Asset Management,New York Stock Exchange
NDAQ,Nasdaq Inc.,Nasdaq,Brokers & Exchanges,Nasdaq Global Select
NDLS,Noodles & Company,Noodles & Company,Restaurants,Nasdaq Global Select
NDP,Tortoise Energy Independence Fund Inc.,Tortoise Energy Independence Fund,Asset Management,New York Stock Exchange
NDRA,ENDRA Life Sciences Inc.,ENDRA Life Sciences,Medical Diagnostics & Research,NASDAQ Capital Market
NDSN,Nordson Corporation,Nordson,Industrial Products,Nasdaq Global Select
NE,Noble Corporation (UK),Noble (UK),Oil & Gas - Drilling,New York Stock Exchange
NEA,Nuveen AMT-Free Quality Municipal Income Fund of Beneficial Interest Par Value $.01,Nuveen AMT-Free Quality Municipal Income Fund of Beneficial Interest Par Value $.01,Asset Management,New York Stock Exchange
NEBU,Nebula Acquisition Corporation,Nebula Acquisition,Conglomerates,NASDAQ Capital Market
NEE,NextEra Energy Inc.,NextEra Energy,Utilities - Regulated,New York Stock Exchange
NEM,Newmont Mining Corporation,Newmont Mining,Metals & Mining,New York Stock Exchange
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,New England Realty Associates Limited Partnership Depositary Receipts Evidencing Units of Limited Partnership,Real Estate Services,NYSE American
NEO,NeoGenomics Inc.,NeoGenomics,Medical Diagnostics & Research,NASDAQ Capital Market
NEOG,Neogen Corporation,Neogen,Medical Diagnostics & Research,Nasdaq Global Select
NEON,Neonode Inc.,Neonode,Computer Hardware,NASDAQ Capital Market
NEOS,Neos Therapeutics Inc.,Neos Therapeutics,Drug Manufacturers,NASDAQ Global Market
NEP,NextEra Energy Partners LP representing limited partner interests,NextEra Energy Partners representing limited partner interests,Utilities - Independent Power Producers,New York Stock Exchange
NEPT,Neptune Wellness Solutions Inc.,Neptune Wellness Solutions,Consumer Packaged Goods,NASDAQ Capital Market
NERV,Minerva Neurosciences Inc,Minerva Neurosciences,Biotechnology,NASDAQ Global Market
NES,Nuverra Environmental Solutions Inc.,Nuverra Environmental Solutions,Waste Management,NYSE American
NESR,National Energy Services Reunited Corp.,National Energy Services Reunited,Conglomerates,NASDAQ Capital Market
NETE,Net Element Inc.,Net Element,Online Media,NASDAQ Capital Market
NETS,Netshoes (Cayman) Limited,Netshoes (Cayman) Limited,Retail - Apparel & Specialty,New York Stock Exchange
NEU,NewMarket Corp,NewMarket,Chemicals,New York Stock Exchange
NEV,Nuveen Enhanced Municipal Value Fund of Beneficial Interest,Nuveen Enhanced Municipal Value Fund of Beneficial Interest,Asset Management,New York Stock Exchange
NEW,Puxin Limited American Depositary Shares each representing two,Puxin Limited American Depositary Shares each representing two,Education,New York Stock Exchange
NEWA,Newater Technology Inc.,Newater Technology,Waste Management,NASDAQ Capital Market
NEWM,New Media Investment Group Inc.,New Media Investment,Publishing,New York Stock Exchange
NEWR,New Relic Inc.,New Relic,Application Software,New York Stock Exchange
NEWT,Newtek Business Services Corp.,Newtek Business Services,Asset Management,NASDAQ Global Market
NEXA,Nexa Resources S.A.,Nexa Resources S.A.,Metals & Mining,New York Stock Exchange
NEXT,NextDecade Corporation,NextDecade,Oil & Gas - E&P,NASDAQ Capital Market
NFBK,Northfield Bancorp Inc.,Northfield Bancorp,Banks,Nasdaq Global Select
NFC,New Frontier Corporation Class A,New Frontier,Conglomerates,New York Stock Exchange
NFE,New Fortress Energy LLC,New Fortress Energy LLC,,Nasdaq Global Select
NFEC,NF Energy Saving Corporation,NF Energy Saving,Industrial Products,NASDAQ Capital Market
NFG,National Fuel Gas Company,National Fuel Gas Company,Oil & Gas - E&P,New York Stock Exchange
NFJ,AllianzGI NFJ Dividend Interest & Premium Strategy Fund,AllianzGI NFJ Dividend Interest & Premium Strategy Fund,Asset Management,New York Stock Exchange
NFLX,Netflix Inc.,Netflix,Entertainment,Nasdaq Global Select
NFO,Invesco Insider Sentiment,Invesco Insider Sentiment,,NYSE Arca
NFX,Newfield Exploration Company,Newfield Exploration Company,Oil & Gas - E&P,New York Stock Exchange
NG,Novagold Resources Inc.,Novagold Resources,Metals & Mining,NYSE American
NGD,New Gold Inc.,New Gold,Metals & Mining,NYSE American
NGG,National Grid Transco PLC PLC (NEW) American Depositary Shares,National Grid Transco PLC PLC (NEW) American Depositary Shares,Utilities - Regulated,New York Stock Exchange
NGHC,National General Holdings Corp,National General,Insurance - Property & Casualty,NASDAQ Global Market
NGL,NGL ENERGY PARTNERS LP representing Limited Partner Interests,NGL ENERGY PARTNERS representing Limited Partner Interests,Oil & Gas - Refining & Marketing,New York Stock Exchange
NGS,Natural Gas Services Group Inc.,Natural Gas Services,Oil & Gas - Services,New York Stock Exchange
NGVC,Natural Grocers by Vitamin Cottage Inc.,Natural Grocers by Vitamin Cottage,Retail - Defensive,New York Stock Exchange
NGVT,Ingevity Corporation,Ingevity,Chemicals,New York Stock Exchange
NH,NantHealth Inc.,NantHealth,Application Software,Nasdaq Global Select
NHA,Nuveen Municipal 2021 Target Term Fund Fund,Nuveen Municipal 2021 Target Term Fund Fund,Asset Management,New York Stock Exchange
NHC,National HealthCare Corporation,National HealthCare,Health Care Providers,NYSE American
NHF,NexPoint Strategic Opportunities Fund,NexPoint Strategic Opportunities Fund,Asset Management,New York Stock Exchange
NHI,National Health Investors Inc.,National Health Investors,REITs,New York Stock Exchange
NHLD,National Holdings Corporation,National,Brokers & Exchanges,NASDAQ Capital Market
NHS,Neuberger Berman High Yield Strategies Fund,Neuberger Berman High Yield Strategies Fund,Asset Management,NYSE American
NHTC,Natural Health Trends Corp.,Natural Health Trends,Consumer Packaged Goods,NASDAQ Capital Market
NI,NiSource Inc,NiSource,Utilities - Regulated,New York Stock Exchange
NIB,iPath Bloomberg Cocoa Subindex Total Return SM IndexETN,iPath Bloomberg Cocoa Subindex Total Return SM IndexETN,,NYSE Arca
NICE,NICE Ltd,NICE,Application Software,Nasdaq Global Select
NICK,Nicholas Financial Inc.,Nicholas Financial,Credit Services,Nasdaq Global Select
NID,Nuveen Intermediate Duration Municipal Term Fund of Beneficial Interest,Nuveen Intermediate Duration Municipal Term Fund of Beneficial Interest,Asset Management,New York Stock Exchange
NIE,AllianzGI Equity & Convertible Income Fund,AllianzGI Equity & Convertible Income Fund,Asset Management,New York Stock Exchange
NIHD,NII Holdings Inc.,NII,Communication Services,Nasdaq Global Select
NIM,Nuveen Select Maturities Municipal Fund,Nuveen Select Maturities Municipal Fund,Asset Management,New York Stock Exchange
NINE,Nine Energy Service Inc.,Nine Energy Service,Oil & Gas - Services,New York Stock Exchange
NIO,NIO Inc. American depositary shares each representing one Class A,NIO American depositary shares each representing one,Autos,New York Stock Exchange
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund of Beneficial Interest,Nuveenn Intermediate Duration Quality Municipal Term Fund of Beneficial Interest,Asset Management,New York Stock Exchange
NITE,Nightstar Therapeutics plc,Nightstar Therapeutics plc,Biotechnology,Nasdaq Global Select
NIU,Niu Technologies,Niu,Autos,NASDAQ Global Market
NJR,NewJersey Resources Corporation,NewJersey Resources,Utilities - Regulated,New York Stock Exchange
NJV,Nuveen New Jersey Municipal Value Fund of Beneficial Interest,Nuveen New Jersey Municipal Value Fund of Beneficial Interest,Asset Management,New York Stock Exchange
NK,NantKwest Inc.,NantKwest,Biotechnology,Nasdaq Global Select
NKE,Nike Inc.,Nike,Manufacturing - Apparel & Furniture,New York Stock Exchange
NKG,Nuveen Georgia Quality Municipal Income Fund,Nuveen Georgia Quality Municipal Income Fund,Asset Management,New York Stock Exchange
NKSH,National Bankshares Inc.,National Bankshares,Banks,NASDAQ Capital Market
NKTR,Nektar Therapeutics,Nektar Therapeutics,Biotechnology,Nasdaq Global Select
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,Nuveen California AMT-Free Quality Municipal Income Fund,Asset Management,New York Stock Exchange
NL,NL Industries Inc.,NL Industries,Industrial Distribution,New York Stock Exchange
NLNK,NewLink Genetics Corporation,NewLink Genetics,Biotechnology,NASDAQ Global Market
NLS,Nautilus Inc.,Nautilus,Travel & Leisure,New York Stock Exchange
NLSN,Nielsen N.V.,Nielsen N.V.,Business Services,New York Stock Exchange
NLY,Annaly Capital Management Inc,Annaly Capital Management,REITs,New York Stock Exchange
NM,Navios Maritime Holdings Inc.,Navios Maritime,Transportation & Logistics,New York Stock Exchange
NMCI,Navios Maritime Containers L.P.,Navios Maritime Containers,Transportation & Logistics,Nasdaq Global Select
NMFC,New Mountain Finance Corporation,New Mountain Finance,Asset Management,New York Stock Exchange
NMI,Nuveen Municipal Income Fund Inc.,Nuveen Municipal Income Fund,Asset Management,New York Stock Exchange
NMIH,NMI Holdings Inc,NMI,Insurance - Property & Casualty,NASDAQ Global Market
NML,Neuberger Berman MLP Income Fund Inc.,Neuberger Berman MLP Income Fund,Asset Management,NYSE American
NMM,Navios Maritime Partners LP Representing Limited Partner Interests,Navios Maritime Partners Representing Limited Partner Interests,Transportation & Logistics,New York Stock Exchange
NMR,Nomura Holdings Inc ADR American Depositary Shares,Nomura American Depositary Shares,Brokers & Exchanges,New York Stock Exchange
NMRD,Nemaura Medical Inc.,Nemaura Medical,Medical Devices,NASDAQ Capital Market
NMRK,Newmark Group Inc.,Newmark,Real Estate Services,Nasdaq Global Select
NMS,Nuveen Minnesota Quality Municipal Income Fund,Nuveen Minnesota Quality Municipal Income Fund,Asset Management,New York Stock Exchange
NMT,Nuveen Massachusetts Quality Municipal Income Fund,Nuveen Massachusetts Quality Municipal Income Fund,Asset Management,New York Stock Exchange
NMY,Nuveen Maryland Quality Municipal Income Fund,Nuveen Maryland Quality Municipal Income Fund,Asset Management,New York Stock Exchange
NMZ,Nuveen Municipal High Income Opportunity Fund $0.01 par value per share,Nuveen Municipal High Income Opportunity Fund $0.01 par value per share,Asset Management,New York Stock Exchange
NNA,Navios Maritime Acquisition Corporation,Navios Maritime Acquisition,Transportation & Logistics,New York Stock Exchange
NNBR,NN Inc.,NN,Industrial Products,Nasdaq Global Select
NNC,Nuveen North Carolina Quality Municipal Income Fund,Nuveen North Carolina Quality Municipal Income Fund,Asset Management,New York Stock Exchange
NNDM,Nano Dimension Ltd.,Nano Dimension,Computer Hardware,NASDAQ Capital Market
NNI,Nelnet Inc.,Nelnet,Credit Services,New York Stock Exchange
NNN,National Retail Properties,National Retail Properties,REITs,New York Stock Exchange
NNVC,NanoViricides Inc.,NanoViricides,Drug Manufacturers,NYSE American
NNY,Nuveen New York Municipal Value Fund Inc.,Nuveen New York Municipal Value Fund,Asset Management,New York Stock Exchange
NOA,North American Construction Group Ltd. (no par),North American Construction (no par),Oil & Gas - Services,New York Stock Exchange
NOAH,Noah Holdings Limited,Noah Limited,Asset Management,New York Stock Exchange
NOBL,ProShares S&P 500 Dividend Aristocrats,ProShares S&P 500 Dividend Aristocrats,,Cboe Global Markets EDGX
NOC,Northrop Grumman Corporation,Northrop Grumman,Aerospace & Defense,New York Stock Exchange
NODK,NI Holdings Inc.,NI,Insurance - Property & Casualty,NASDAQ Capital Market
NOG,Northern Oil and Gas Inc.,Northern Oil and Gas,Oil & Gas - E&P,NYSE American
NOK,Nokia Corporation Sponsored American Depositary Shares,Nokia Sponsored American Depositary Shares,Communication Equipment,New York Stock Exchange
NOM,Nuveen Missouri Quality Municipal Income Fund,Nuveen Missouri Quality Municipal Income Fund,Asset Management,New York Stock Exchange
NOMD,Nomad Foods Limited,Nomad Foods Limited,Consumer Packaged Goods,New York Stock Exchange
NORW,Global X MSCI Norway,Global X MSCI Norway,,NYSE Arca
NOV,National Oilwell Varco Inc.,National Oilwell Varco,Oil & Gas - Services,New York Stock Exchange
NOVN,Novan Inc.,Novan,Biotechnology,NASDAQ Global Market
NOVT,Novanta Inc.,Novanta,Computer Hardware,Nasdaq Global Select
NOW,ServiceNow Inc.,ServiceNow,Application Software,New York Stock Exchange
NP,Neenah Inc.,Neenah,Forest Products,New York Stock Exchange
NPK,National Presto Industries Inc.,National Presto Industries,Aerospace & Defense,New York Stock Exchange
NPN,Nuveen Pennsylvania Municipal Value Fund of Beneficial Interest,Nuveen Pennsylvania Municipal Value Fund of Beneficial Interest,Asset Management,New York Stock Exchange
NPO,EnPro Industries Inc,EnPro Industries,Industrial Products,New York Stock Exchange
NPTN,NeoPhotonics Corporation,NeoPhotonics,Semiconductors,New York Stock Exchange
NPV,Nuveen Virginia Quality Municipal Income Fund,Nuveen Virginia Quality Municipal Income Fund,Asset Management,New York Stock Exchange
NQP,Nuveen Pennsylvania Quality Municipal Income Fund,Nuveen Pennsylvania Quality Municipal Income Fund,Asset Management,New York Stock Exchange
NR,Newpark Resources Inc.,Newpark Resources,Oil & Gas - Services,New York Stock Exchange
NRC,National Research Corporation,National Research,Medical Diagnostics & Research,Nasdaq Global Select
NRCG,NRC Group Holdings Corp.,NRC,Waste Management,NYSE American
NRE,NorthStar Realty Europe Corp.,NorthStar Realty Europe,REITs,New York Stock Exchange
NRG,NRG Energy Inc.,NRG Energy,Utilities - Independent Power Producers,New York Stock Exchange
NRIM,Northrim BanCorp Inc,Northrim BanCorp,Banks,Nasdaq Global Select
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund,Nuveen New York AMT-Free Quality Municipal Income Fund,Asset Management,New York Stock Exchange
NRO,Neuberger Berman Real Estate Securities Income Fund Inc.,Neuberger Berman Real Estate Securities Income Fund,Asset Management,NYSE American
NRP,Natural Resource Partners LP Limited Partnership,Natural Resource Partners Limited Partnership,Coal,New York Stock Exchange
NRT,North European Oil Royality Trust,North European Oil Royality Trust,Oil & Gas - Services,New York Stock Exchange
NRZ,New Residential Investment Corp.,New Residential Investment,REITs,New York Stock Exchange
NS,Nustar Energy L.P.,Nustar Energy,Oil & Gas - Midstream,New York Stock Exchange
NSA,National Storage Affiliates Trust of Beneficial Interest,National Storage Affiliates Trust of Beneficial Interest,REITs,New York Stock Exchange
NSC,Norfolk Southern Corporation,Norfolk Southern,Transportation & Logistics,New York Stock Exchange
NSEC,National Security Group Inc.,National Security,Insurance - Property & Casualty,NASDAQ Global Market
NSIT,Insight Enterprises Inc.,Insight Enterprises,Application Software,Nasdaq Global Select
NSL,Nuveen Senior Income Fund,Nuveen Senior Income Fund,Asset Management,New York Stock Exchange
NSP,Insperity Inc.,Insperity,Employment Services,New York Stock Exchange
NSPR,InspireMD Inc.,InspireMD,Medical Devices,NYSE American
NSSC,NAPCO Security Technologies Inc.,NAPCO Security,Consulting & Outsourcing,Nasdaq Global Select
NSTG,NanoString Technologies Inc.,NanoString,Biotechnology,NASDAQ Global Market
NSU,Nevsun Resources Ltd,Nevsun Resources,Metals & Mining,NYSE American
NSYS,Nortech Systems Incorporated,Nortech Systems Incorporated,Computer Hardware,NASDAQ Capital Market
NTAP,NetApp Inc.,NetApp,Computer Hardware,Nasdaq Global Select
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting,Bank of N.T. Butterfield & Son Limited (The) Voting,Banks,New York Stock Exchange
NTC,Nuveen Connecticut Quality Municipal Income Fund,Nuveen Connecticut Quality Municipal Income Fund,Asset Management,New York Stock Exchange
NTCT,NetScout Systems Inc.,NetScout Systems,Application Software,Nasdaq Global Select
NTEC,Intec Pharma Ltd.,Intec Pharma,Biotechnology,NASDAQ Capital Market
NTES,NetEase Inc.,NetEase,Online Media,Nasdaq Global Select
NTG,Tortoise Midstream Energy Fund Inc.,Tortoise Midstream Energy Fund,Asset Management,New York Stock Exchange
NTGN,Neon Therapeutics Inc.,Neon Therapeutics,Biotechnology,Nasdaq Global Select
NTGR,NETGEAR Inc.,NETGEAR,Communication Equipment,Nasdaq Global Select
NTIC,Northern Technologies International Corporation,Northern International,Chemicals,NASDAQ Global Market
NTIP,Network-1 Technologies Inc.,Network-1,Communication Equipment,NYSE American
NTLA,Intellia Therapeutics Inc.,Intellia Therapeutics,Biotechnology,NASDAQ Global Market
NTN,NTN Buzztime Inc.,NTN Buzztime,Entertainment,NYSE American
NTNX,Nutanix Inc.,Nutanix,Application Software,Nasdaq Global Select
NTP,Nam Tai Property Inc.,Nam Tai Property,Real Estate Services,New York Stock Exchange
NTR,Nutrien Ltd.,Nutrien,Agriculture,New York Stock Exchange
NTRA,Natera Inc.,Natera,Medical Diagnostics & Research,Nasdaq Global Select
